"customerid","country","recency","frequency","monetary","r_score","f_score","m_score","rfm_score","segment"
"15867","United Kingdom","5","15","3812.64",1,1,1,"111","Sleeping"
"18223","United Kingdom","5","14","6484.54",1,1,1,"111","Sleeping"
"16513","United Kingdom","5","4","874.59",1,2,3,"123","Others"
"17131","United Kingdom","5","5","2463.17",1,2,1,"121","Sleeping"
"12925","United Kingdom","5","2","694.05",1,3,3,"133","At Risk"
"17954","United Kingdom","5","12","2332.72",1,1,1,"111","Sleeping"
"12724","France","5","4","1031.41",1,2,2,"122","Sleeping"
"17936","United Kingdom","5","1","389.84",1,4,4,"144","At Risk"
"12560","Germany","5","3","2134.01",1,2,1,"121","Sleeping"
"16642","United Kingdom","5","2","688.33",1,3,3,"133","At Risk"
"16988","United Kingdom","5","1","126.12",1,4,5,"145","At Risk"
"17526","United Kingdom","5","4","1195.90",1,2,2,"122","Sleeping"
"12719","France","5","2","644.95",1,3,3,"133","At Risk"
"13417","United Kingdom","5","2","640.83",1,3,3,"133","At Risk"
"12490","France","5","10","5417.93",1,1,1,"111","Sleeping"
"15033","United Kingdom","5","10","2586.67",1,1,1,"111","Sleeping"
"15392","United Kingdom","5","4","1535.53",1,2,2,"122","Sleeping"
"12673","Germany","5","2","610.52",1,3,3,"133","At Risk"
"14456","United Kingdom","5","9","3062.40",1,1,1,"111","Sleeping"
"15628","United Kingdom","5","9","2870.24",1,1,1,"111","Sleeping"
"13704","United Kingdom","5","9","2308.06",1,1,1,"111","Sleeping"
"12646","USA","5","2","1346.97",1,3,2,"132","Others"
"17750","United Kingdom","5","9","1797.57",1,1,2,"112","Sleeping"
"17173","United Kingdom","5","8","3766.60",1,1,1,"111","Sleeping"
"16811","United Kingdom","5","2","547.07",1,3,3,"133","At Risk"
"13126","United Kingdom","5","8","2099.64",1,1,1,"111","Sleeping"
"14658","United Kingdom","5","2","247.15",1,4,5,"145","At Risk"
"15572","United Kingdom","5","7","2552.86",1,1,1,"111","Sleeping"
"13435","United Kingdom","5","7","3809.89",1,1,1,"111","Sleeping"
"13736","United Kingdom","5","2","731.90",1,3,3,"133","At Risk"
"14759","United Kingdom","5","3","1625.97",1,3,2,"132","Others"
"13630","United Kingdom","5","7","2031.78",1,1,2,"112","Sleeping"
"16905","United Kingdom","5","7","3102.43",1,1,1,"111","Sleeping"
"14075","United Kingdom","5","3","942.26",1,2,2,"122","Sleeping"
"15053","United Kingdom","5","3","697.79",1,3,3,"133","At Risk"
"14649","United Kingdom","5","4","1417.29",1,2,2,"122","Sleeping"
"17254","United Kingdom","5","2","272.44",1,4,4,"144","At Risk"
"16360","United Kingdom","5","6","3512.53",1,1,1,"111","Sleeping"
"14102","United Kingdom","5","5","1360.28",1,2,2,"122","Sleeping"
"16149","United Kingdom","5","2","280.52",1,4,4,"144","At Risk"
"16873","United Kingdom","5","6","7123.62",1,1,1,"111","Sleeping"
"12782","Portugal","5","5","2330.92",1,2,1,"121","Sleeping"
"16500","United Kingdom","5","6","400.86",1,1,4,"114","Big Spenders"
"18180","United Kingdom","5","6","1843.75",1,1,2,"112","Sleeping"
"12381","Norway","5","5","1845.31",1,2,2,"122","Sleeping"
"16535","United Kingdom","5","1","593.75",1,5,3,"153","At Risk"
"15773","United Kingdom","6","1","635.68",1,5,3,"153","At Risk"
"13822","United Kingdom","6","2","632.00",1,3,3,"133","At Risk"
"13808","United Kingdom","6","5","1747.66",1,2,2,"122","Sleeping"
"16326","United Kingdom","6","14","3110.96",1,1,1,"111","Sleeping"
"18065","United Kingdom","6","14","2392.83",1,1,1,"111","Sleeping"
"12952","United Kingdom","6","4","1387.79",1,2,2,"122","Sleeping"
"13153","United Kingdom","6","1","486.22",1,5,4,"154","At Risk"
"13596","United Kingdom","6","2","697.04",1,3,3,"133","At Risk"
"16283","United Kingdom","6","5","1570.81",1,2,2,"122","Sleeping"
"14583","United Kingdom","6","5","1052.55",1,2,2,"122","Sleeping"
"14720","United Kingdom","6","3","663.81",1,3,3,"133","At Risk"
"13838","United Kingdom","6","4","691.73",1,2,3,"123","Others"
"17618","United Kingdom","6","3","971.58",1,2,2,"122","Sleeping"
"16438","United Kingdom","6","5","798.35",1,2,3,"123","Others"
"17858","United Kingdom","6","12","5155.66",1,1,1,"111","Sleeping"
"14354","United Kingdom","6","2","163.62",1,4,5,"145","At Risk"
"17629","United Kingdom","6","8","1814.12",1,1,2,"112","Sleeping"
"16561","United Kingdom","6","2","511.12",1,3,3,"133","At Risk"
"12827","United Kingdom","6","3","430.15",1,3,4,"134","Big Spenders"
"17114","United Kingdom","6","8","808.62",1,1,3,"113","Others"
"16033","United Kingdom","6","20","8816.40",1,1,1,"111","Sleeping"
"13558","United Kingdom","6","4","605.06",1,2,3,"123","Others"
"16989","United Kingdom","7","6","1133.25",1,1,2,"112","Sleeping"
"15271","United Kingdom","7","15","2507.07",1,1,1,"111","Sleeping"
"17584","United Kingdom","7","2","1242.30",1,3,2,"132","Others"
"14493","United Kingdom","7","5","2383.24",1,2,1,"121","Sleeping"
"14250","United Kingdom","7","3","1904.05",1,2,2,"122","Sleeping"
"14865","United Kingdom","7","2","52.20",1,4,5,"145","At Risk"
"14560","United Kingdom","7","22","2237.77",1,1,1,"111","Sleeping"
"13458","United Kingdom","7","14","9646.57",1,1,1,"111","Sleeping"
"13884","United Kingdom","7","5","787.60",1,2,3,"123","Others"
"13780","United Kingdom","7","2","360.01",1,4,4,"144","At Risk"
"17221","United Kingdom","7","2","335.13",1,4,4,"144","At Risk"
"12962","United Kingdom","7","2","266.39",1,4,4,"144","At Risk"
"14428","United Kingdom","7","5","1244.83",1,2,2,"122","Sleeping"
"13017","United Kingdom","7","1","204.00",1,5,5,"155","At Risk"
"17686","United Kingdom","7","7","5739.46",1,1,1,"111","Sleeping"
"13309","United Kingdom","7","5","1456.79",1,2,2,"122","Sleeping"
"14788","United Kingdom","7","2","679.44",1,3,3,"133","At Risk"
"15570","United Kingdom","7","12","4165.52",1,1,1,"111","Sleeping"
"13953","United Kingdom","7","7","3515.68",1,1,1,"111","Sleeping"
"18245","United Kingdom","7","7","2567.06",1,1,1,"111","Sleeping"
"15547","United Kingdom","7","14","4954.84",1,1,1,"111","Sleeping"
"16474","United Kingdom","7","7","1871.50",1,1,2,"112","Sleeping"
"12695","France","7","4","582.10",1,2,3,"123","Others"
"14594","United Kingdom","7","2","379.83",1,3,4,"134","Big Spenders"
"16359","United Kingdom","7","9","1750.92",1,1,2,"112","Sleeping"
"13868","United Kingdom","7","2","3192.54",1,3,1,"131","Others"
"16103","United Kingdom","7","6","1429.64",1,1,2,"112","Sleeping"
"17567","United Kingdom","7","8","4331.48",1,1,1,"111","Sleeping"
"18174","United Kingdom","7","1","104.00",1,4,5,"145","At Risk"
"15123","United Kingdom","7","2","2199.31",1,3,1,"131","Others"
"15539","United Kingdom","7","1","538.46",1,5,3,"153","At Risk"
"17086","United Kingdom","7","6","2050.08",1,1,2,"112","Sleeping"
"13560","United Kingdom","7","1","174.37",1,5,5,"155","At Risk"
"14031","United Kingdom","7","19","17286.86",1,1,1,"111","Sleeping"
"13969","United Kingdom","7","18","9053.94",1,1,1,"111","Sleeping"
"15078","United Kingdom","7","32","9743.11",1,1,1,"111","Sleeping"
"12704","Finland","7","8","2340.84",1,1,1,"111","Sleeping"
"12970","United Kingdom","7","4","452.24",1,2,4,"124","Big Spenders"
"15769","United Kingdom","7","26","56252.72",1,1,1,"111","Sleeping"
"14023","United Kingdom","7","2","584.07",1,3,3,"133","At Risk"
"18055","United Kingdom","7","10","6784.19",1,1,1,"111","Sleeping"
"17611","United Kingdom","7","15","3984.22",1,1,1,"111","Sleeping"
"17157","United Kingdom","8","2","319.00",1,4,4,"144","At Risk"
"15904","United Kingdom","8","1","164.68",1,5,5,"155","At Risk"
"17293","United Kingdom","8","9","1875.11",1,1,2,"112","Sleeping"
"18282","United Kingdom","8","2","178.05",1,4,5,"145","At Risk"
"14655","United Kingdom","8","4","1932.23",1,2,2,"122","Sleeping"
"12553","France","8","10","3692.28",1,1,1,"111","Sleeping"
"16813","United Kingdom","8","10","1692.98",1,1,2,"112","Sleeping"
"17450","United Kingdom","8","46","194550.79",1,1,1,"111","Sleeping"
"13297","United Kingdom","8","4","2089.85",1,2,1,"121","Sleeping"
"14960","United Kingdom","8","2","221.27",1,4,5,"145","At Risk"
"12963","United Kingdom","8","8","1856.63",1,1,2,"112","Sleeping"
"14287","United Kingdom","8","3","176.63",1,2,5,"125","Big Spenders"
"14732","United Kingdom","8","8","2702.49",1,1,1,"111","Sleeping"
"14897","United Kingdom","8","4","1366.38",1,2,2,"122","Sleeping"
"15060","United Kingdom","8","4","303.09",1,2,4,"124","Big Spenders"
"14262","United Kingdom","8","8","2618.23",1,1,1,"111","Sleeping"
"12762","Portugal","8","2","1898.52",1,3,2,"132","Others"
"16789","United Kingdom","8","1","80.80",1,5,5,"155","At Risk"
"17014","United Kingdom","8","3","586.33",1,2,3,"123","Others"
"17942","United Kingdom","8","1","77.50",1,5,5,"155","At Risk"
"15531","United Kingdom","8","2","2007.44",1,3,2,"132","Others"
"12364","Belgium","8","4","1313.10",1,2,2,"122","Sleeping"
"17566","United Kingdom","8","2","901.21",1,3,3,"133","At Risk"
"18077","United Kingdom","8","11","2633.01",1,1,1,"111","Sleeping"
"17350","United Kingdom","8","4","1286.07",1,2,2,"122","Sleeping"
"17768","United Kingdom","8","3","2273.18",1,2,1,"121","Sleeping"
"17495","United Kingdom","8","2","497.56",1,3,3,"133","At Risk"
"15500","United Kingdom","8","4","1131.56",1,2,2,"122","Sleeping"
"16038","United Kingdom","8","3","471.78",1,2,4,"124","Big Spenders"
"15028","United Kingdom","8","4","627.13",1,2,3,"123","Others"
"18144","United Kingdom","8","12","2888.75",1,1,1,"111","Sleeping"
"14126","United Kingdom","8","3","706.13",1,2,3,"123","Others"
"15373","United Kingdom","8","12","2415.91",1,1,1,"111","Sleeping"
"12562","France","8","7","3781.74",1,1,1,"111","Sleeping"
"16966","United Kingdom","8","7","2154.97",1,1,1,"111","Sleeping"
"12684","France","8","7","2283.63",1,1,1,"111","Sleeping"
"12700","France","8","4","4939.99",1,2,1,"121","Sleeping"
"16759","United Kingdom","8","3","789.79",1,3,3,"133","At Risk"
"14298","United Kingdom","8","44","51527.30",1,1,1,"111","Sleeping"
"12587","Finland","8","1","144.00",1,5,5,"155","At Risk"
"16242","United Kingdom","8","7","3603.21",1,1,1,"111","Sleeping"
"13705","United Kingdom","8","3","711.86",1,3,3,"133","At Risk"
"14092","United Kingdom","8","14","4076.91",1,1,1,"111","Sleeping"
"13495","United Kingdom","8","5","2044.87",1,2,2,"122","Sleeping"
"17183","United Kingdom","8","6","3347.31",1,1,1,"111","Sleeping"
"15948","United Kingdom","8","2","955.24",1,3,2,"132","Others"
"17426","United Kingdom","8","6","5037.26",1,1,1,"111","Sleeping"
"14440","United Kingdom","8","5","2357.68",1,2,1,"121","Sleeping"
"17321","United Kingdom","8","2","700.86",1,3,3,"133","At Risk"
"17115","United Kingdom","8","3","837.50",1,3,3,"133","At Risk"
"16119","United Kingdom","8","2","423.36",1,3,4,"134","Big Spenders"
"15434","United Kingdom","8","5","1041.48",1,2,2,"122","Sleeping"
"15862","United Kingdom","8","4","832.88",1,2,3,"123","Others"
"16899","United Kingdom","8","6","1281.56",1,1,2,"112","Sleeping"
"16011","United Kingdom","8","16","3362.71",1,1,1,"111","Sleeping"
"14367","United Kingdom","8","16","9261.52",1,1,1,"111","Sleeping"
"18097","United Kingdom","8","6","2697.80",1,1,1,"111","Sleeping"
"17386","United Kingdom","8","6","2686.42",1,1,1,"111","Sleeping"
"15144","United Kingdom","8","17","6580.44",1,1,1,"111","Sleeping"
"12919","United Kingdom","8","6","1335.19",1,1,2,"112","Sleeping"
"14766","United Kingdom","8","6","2473.37",1,1,1,"111","Sleeping"
"16440","United Kingdom","8","5","3640.67",1,2,1,"121","Sleeping"
"17576","United Kingdom","8","19","3622.68",1,1,1,"111","Sleeping"
"14895","United Kingdom","8","20","11138.71",1,1,1,"111","Sleeping"
"12856","United Kingdom","8","6","2179.93",1,1,1,"111","Sleeping"
"14688","United Kingdom","8","21","5630.87",1,1,1,"111","Sleeping"
"16333","United Kingdom","8","22","26626.80",1,1,1,"111","Sleeping"
"18122","United Kingdom","8","6","1826.21",1,1,2,"112","Sleeping"
"13183","United Kingdom","8","9","3957.78",1,1,1,"111","Sleeping"
"14299","United Kingdom","8","9","3965.62",1,1,1,"111","Sleeping"
"15602","United Kingdom","8","9","1297.87",1,1,2,"112","Sleeping"
"12664","Finland","8","9","4881.88",1,1,1,"111","Sleeping"
"14292","United Kingdom","8","9","4871.93",1,1,1,"111","Sleeping"
"14309","United Kingdom","8","9","2352.53",1,1,1,"111","Sleeping"
"12558","USA","8","1","269.96",1,4,4,"144","At Risk"
"16169","United Kingdom","8","4","1822.97",1,2,2,"122","Sleeping"
"12901","United Kingdom","9","28","17654.54",1,1,1,"111","Sleeping"
"12429","Denmark","9","4","3750.40",1,2,1,"121","Sleeping"
"16839","United Kingdom","9","34","16594.35",1,1,1,"111","Sleeping"
"12528","Germany","9","6","1933.48",1,1,2,"112","Sleeping"
"14146","United Kingdom","9","5","4191.00",1,2,1,"121","Sleeping"
"16712","United Kingdom","9","11","3645.43",1,1,1,"111","Sleeping"
"14869","United Kingdom","9","2","725.70",1,3,3,"133","At Risk"
"15046","United Kingdom","9","15","5213.77",1,1,1,"111","Sleeping"
"17937","United Kingdom","9","7","4301.22",1,1,1,"111","Sleeping"
"18158","United Kingdom","9","2","453.40",1,3,4,"134","Big Spenders"
"14385","United Kingdom","9","3","202.11",1,2,5,"125","Big Spenders"
"16700","United Kingdom","9","13","5076.55",1,1,1,"111","Sleeping"
"14178","United Kingdom","9","7","1620.93",1,1,2,"112","Sleeping"
"12784","Portugal","9","2","574.42",1,3,3,"133","At Risk"
"17381","United Kingdom","9","29","20275.61",1,1,1,"111","Sleeping"
"15993","United Kingdom","9","7","2797.57",1,1,1,"111","Sleeping"
"18230","United Kingdom","9","7","2810.20",1,1,1,"111","Sleeping"
"13509","United Kingdom","9","7","979.72",1,1,2,"112","Sleeping"
"14713","United Kingdom","9","11","2666.36",1,1,1,"111","Sleeping"
"13012","United Kingdom","9","8","1661.84",1,1,2,"112","Sleeping"
"13090","United Kingdom","9","14","8910.82",1,1,1,"111","Sleeping"
"12572","Germany","9","2","1020.42",1,3,2,"132","Others"
"16701","United Kingdom","9","13","5398.30",1,1,1,"111","Sleeping"
"17911","United Kingdom","9","1","366.23",1,4,4,"144","At Risk"
"12921","United Kingdom","9","37","16587.09",1,1,1,"111","Sleeping"
"17736","United Kingdom","9","3","377.44",1,2,4,"124","Big Spenders"
"12951","United Kingdom","9","6","1064.07",1,1,2,"112","Sleeping"
"16145","United Kingdom","9","11","3799.49",1,1,1,"111","Sleeping"
"12524","Germany","9","8","4485.72",1,1,1,"111","Sleeping"
"15444","United Kingdom","9","2","1418.26",1,3,2,"132","Others"
"15172","United Kingdom","9","5","1624.05",1,2,2,"122","Sleeping"
"15680","United Kingdom","9","3","1333.68",1,3,2,"132","Others"
"15654","United Kingdom","9","2","922.53",1,3,3,"133","At Risk"
"12714","France","9","5","4708.86",1,2,1,"121","Sleeping"
"15467","United Kingdom","9","3","524.88",1,3,3,"133","At Risk"
"12882","United Kingdom","9","2","1463.04",1,3,2,"132","Others"
"15251","United Kingdom","9","11","10484.99",1,1,1,"111","Sleeping"
"14258","United Kingdom","9","9","12669.98",1,1,1,"111","Sleeping"
"13255","United Kingdom","9","2","399.51",1,3,4,"134","Big Spenders"
"14047","United Kingdom","9","5","1308.61",1,2,2,"122","Sleeping"
"17288","United Kingdom","9","7","1419.73",1,1,2,"112","Sleeping"
"17737","United Kingdom","9","2","168.24",1,4,5,"145","At Risk"
"15101","United Kingdom","9","2","317.53",1,4,4,"144","At Risk"
"15687","United Kingdom","9","9","2993.10",1,1,1,"111","Sleeping"
"15712","United Kingdom","9","5","1072.36",1,2,2,"122","Sleeping"
"13040","United Kingdom","9","2","676.99",1,3,3,"133","At Risk"
"16156","United Kingdom","9","9","3122.04",1,1,1,"111","Sleeping"
"16496","United Kingdom","9","3","1599.52",1,3,2,"132","Others"
"15951","United Kingdom","9","2","708.22",1,3,3,"133","At Risk"
"16265","United Kingdom","9","9","5447.00",1,1,1,"111","Sleeping"
"15021","United Kingdom","9","9","1914.82",1,1,2,"112","Sleeping"
"14289","United Kingdom","9","6","911.26",1,1,3,"113","Others"
"13159","United Kingdom","9","4","1437.85",1,2,2,"122","Sleeping"
"15544","United Kingdom","9","9","3546.71",1,1,1,"111","Sleeping"
"14243","United Kingdom","9","10","2588.77",1,1,1,"111","Sleeping"
"16938","United Kingdom","9","4","2736.38",1,2,1,"121","Sleeping"
"14659","United Kingdom","9","9","2529.93",1,1,1,"111","Sleeping"
"16915","United Kingdom","9","6","621.68",1,1,3,"113","Others"
"17502","United Kingdom","9","4","689.10",1,2,3,"123","Others"
"14448","United Kingdom","9","2","375.35",1,3,4,"134","Big Spenders"
"15380","United Kingdom","9","5","1690.26",1,2,2,"122","Sleeping"
"16376","United Kingdom","9","2","987.01",1,3,2,"132","Others"
"18179","United Kingdom","9","6","1793.17",1,1,2,"112","Sleeping"
"14804","United Kingdom","9","1","353.27",1,4,4,"144","At Risk"
"13854","United Kingdom","9","25","8109.52",1,1,1,"111","Sleeping"
"13362","United Kingdom","9","4","3090.74",1,2,1,"121","Sleeping"
"14618","United Kingdom","9","3","553.44",1,3,3,"133","At Risk"
"12787","Netherlands","10","3","463.66",1,3,4,"134","Big Spenders"
"13428","United Kingdom","10","1","218.47",1,5,5,"155","At Risk"
"16062","United Kingdom","10","4","1153.62",1,2,2,"122","Sleeping"
"15024","United Kingdom","10","10","1661.33",1,1,2,"112","Sleeping"
"13658","United Kingdom","10","5","2639.17",1,2,1,"121","Sleeping"
"14824","United Kingdom","10","4","1127.71",1,2,2,"122","Sleeping"
"12957","United Kingdom","10","8","4017.54",1,1,1,"111","Sleeping"
"16852","United Kingdom","10","2","144.91",1,4,5,"145","At Risk"
"14963","United Kingdom","10","5","1487.80",1,2,2,"122","Sleeping"
"15239","United Kingdom","10","2","780.59",1,3,3,"133","At Risk"
"14836","United Kingdom","10","3","102.45",1,2,5,"125","Big Spenders"
"13999","United Kingdom","10","12","3901.81",1,1,1,"111","Sleeping"
"14062","United Kingdom","10","12","10464.85",1,1,1,"111","Sleeping"
"16115","United Kingdom","10","8","1667.97",1,1,2,"112","Sleeping"
"14388","United Kingdom","10","8","3212.84",1,1,1,"111","Sleeping"
"15152","United Kingdom","10","13","4745.69",1,1,1,"111","Sleeping"
"13147","United Kingdom","10","4","712.80",1,2,3,"123","Others"
"16782","United Kingdom","10","13","2279.90",1,1,1,"111","Sleeping"
"15903","United Kingdom","10","7","5126.76",1,1,1,"111","Sleeping"
"15611","United Kingdom","10","13","1591.45",1,1,2,"112","Sleeping"
"14088","United Kingdom","10","13","50491.81",1,1,1,"111","Sleeping"
"15039","United Kingdom","10","47","19914.44",1,1,1,"111","Sleeping"
"14156","EIRE","10","55","117379.63",1,1,1,"111","Sleeping"
"16241","United Kingdom","10","13","2607.87",1,1,1,"111","Sleeping"
"16657","United Kingdom","10","4","933.62",1,2,3,"123","Others"
"15782","United Kingdom","10","3","2614.74",1,2,1,"121","Sleeping"
"16361","United Kingdom","10","4","896.66",1,2,3,"123","Others"
"13203","United Kingdom","10","4","869.46",1,2,3,"123","Others"
